SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
1741293,35605716,35605716,"albumin human, USP 200 MG/ML Injection",RxNorm,1741293,S,3
197750,19019043,19019043,halcinonide 0.001 MG/MG Topical Ointment,RxNorm,197750,S,3
1094538,40236690,40236690,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,RxNorm,1094538,S,3
210297,19043735,19043735,simethicone 125 MG Chewable Tablet [Mytab Gas],RxNorm,210297,S,3
1723194,35606186,35606186,4 ML ziv-aflibercept 25 MG/ML Injection [Zaltrap],RxNorm,1723194,S,3
1495064,44816220,44816220,propranolol hydrochloride 4.28 MG/ML Oral Solution [Hemangeol],RxNorm,1495064,S,3
1607796,46221241,46221241,deferasirox 90 MG Oral Tablet,RxNorm,1607796,S,3
1088146,40236504,40236504,mineral oil 0.15 MG/MG / petrolatum 0.85 MG/MG Ophthalmic Ointment [Altalube],RxNorm,1088146,S,3
1791595,42628953,42628953,ifosfamide 1000 MG Injection [Ifex],RxNorm,1791595,S,3
581658,955408,955408,ethanol 0.6 ML/ML Topical Gel,RxNorm,581658,S,3
2168081,789930,789930,triamcinolone acetonide 80 MG/ML Injectable Suspension,RxNorm,2168081,S,3
798443,530006,530006,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX],RxNorm,798443,S,3
1115590,40241140,40241140,sodium hypochlorite 0.57 MG/ML Irrigation Solution,RxNorm,1115590,S,3
237511,19044563,19044563,10 ML zinc sulfate 1 MG/ML Injection,RxNorm,237511,S,3
78678,1326378,1326378,Rauwolfia preparation,RxNorm,78678,S,3
830552,19133450,19133450,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivat...",RxNorm,830552,S,3
1673373,35602847,35602847,rolapitant 90 MG Oral Tablet [Varubi],RxNorm,1673373,S,3
1544873,45774528,45774528,dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,RxNorm,1544873,S,3
753108,19128297,19128297,terbinafine 187.5 MG Oral Granules [Lamisil],RxNorm,753108,S,3
1302433,42873544,42873544,benzoyl peroxide 53 MG/ML Topical Foam [Benzepro],RxNorm,1302433,S,3
1720166,35603105,35603105,"antihemophilic factor, human recombinant residues 743-1636 deleted 1 UNT Prefilled Syringe [Xyntha]",RxNorm,1720166,S,3
238021,19057163,19057163,nonoxynol-9 0.02 MG/MG Vaginal Gel,RxNorm,238021,S,3
1720765,35606660,35606660,17.5 ML levoleucovorin 10 MG/ML Injection,RxNorm,1720765,S,3
3714,1140088,1140088,dyphylline,RxNorm,3714,S,3
1366822,43012459,43012459,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,RxNorm,1366822,S,3
1811002,1718904,1718904,24 HR canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,RxNorm,1811002,S,3
9800,19067803,19067803,sincalide,RxNorm,9800,S,3
210177,19043551,19043551,salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Sebex],RxNorm,210177,S,3
309552,19075872,19075872,crotamiton 100 MG/ML Topical Cream,RxNorm,309552,S,3
1422901,43527145,43527145,dextromethorphan hydrobromide 2 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution,RxNorm,1422901,S,3
861061,40163861,40163861,doxycycline monohydrate 5 MG/ML Oral Suspension [Vibramycin],RxNorm,861061,S,3
1356346,42901822,42901822,12 HR guaifenesin 1200 MG / pseudoephedrine hydrochloride 75 MG Extended Release Oral Tablet,RxNorm,1356346,S,3
1603296,46221433,46221433,lenvatinib,RxNorm,1603296,S,3
894933,40169938,40169938,morphine sulfate 150 MG Extended Release Oral Capsule,RxNorm,894933,S,3
752899,1351705,1351705,0.25 ML leuprolide acetate 30 MG/ML Prefilled Syringe,RxNorm,752899,S,3
1992868,793355,793355,netarsudil 0.2 MG/ML Ophthalmic Solution,RxNorm,1992868,S,3
1098647,40237460,40237460,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,RxNorm,1098647,S,3
152943,1781409,1781409,stavudine 30 MG Oral Capsule [Zerit],RxNorm,152943,S,3
1654912,46234244,46234244,"insulin, regular, human 12 UNT Inhalation Powder [Afrezza]",RxNorm,1654912,S,3
1490414,44814237,40239791,chlorpheniramine maleate 1 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,RxNorm,1112489,S,3
1302437,42873545,42873545,benzoyl peroxide 98 MG/ML Topical Foam [Benzepro],RxNorm,1302437,S,3
993567,40221879,40221879,24 HR bupropion hydrobromide 348 MG Extended Release Oral Tablet,RxNorm,993567,S,3
1536815,44818316,44818316,aspirin 500 MG / caffeine 65 MG Effervescent Oral Tablet,RxNorm,1536815,S,3
744812,1713908,1713908,doripenem 500 MG Injection [DORIBAX],RxNorm,744812,S,3
1298834,42800954,42800954,isoxsuprine hydrochloride 10 MG Oral Tablet,RxNorm,1298834,S,3
486955,1747298,1747298,erythromycin estolate 250 MG Oral Capsule,RxNorm,486955,S,3
1008785,36028855,40163678,Streptococcus pneumoniae type 17F capsular polysaccharide antigen,RxNorm,854942,S,3
995128,40222229,40222229,chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.8 MG/ML Oral Solution,RxNorm,995128,S,3
1604352,46221777,46221777,{60 (lenvatinib 10 MG Oral Capsule [Lenvima]) / 30 (lenvatinib 4 MG Oral Capsule [Lenvima]) } Pack [Lenvima 24],RxNorm,1604352,S,3
2109982,1366388,1366388,hyaluronic acid 8 MG/ML Prefilled Syringe,RxNorm,2109982,S,3
309096,19074980,19074980,cefuroxime 25 MG/ML Oral Suspension,RxNorm,309096,S,3
1487369,44785648,44785648,dextromethorphan hydrobromide 7.5 MG/ML / guaifenesin 88 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,RxNorm,1487369,S,3
1368020,43013929,43013929,alogliptin 6.25 MG Oral Tablet [Nesina],RxNorm,1368020,S,3
259280,19098548,19098548,tenecteplase,RxNorm,259280,S,3
1796079,36249784,36249784,dolutegravir 10 MG Oral Tablet [Tivicay],RxNorm,1796079,S,3
1596784,45892467,45892467,60 ACTUAT testosterone 5.5 MG/ACTUAT Nasal Gel,RxNorm,1596784,S,3
2047606,1510803,1510803,1 ML epoetin alfa-epbx 3000 UNT/ML Injection,RxNorm,2047606,S,3
41289,19050087,19050087,ibutilide,RxNorm,41289,S,3
968911,40175571,40175571,amylase 43750 UNT / lipase 10500 UNT / protease 25000 UNT Delayed Release Oral Capsule,RxNorm,968911,S,3
212411,977971,977971,sodium citrate 90 MG/ML Oral Solution [Citra pH],RxNorm,212411,S,3
1364515,43012521,43012521,bedaquiline 100 MG Oral Tablet [Sirturo],RxNorm,1364515,S,3
543408,19114206,19114206,benzoyl peroxide 85 MG/ML Topical Cream,RxNorm,543408,S,3
4103,1549254,1549254,estrone,RxNorm,4103,S,3
1294481,42799201,42799201,amylase 30250 UNT / lipase 8000 UNT / protease 28750 UNT Delayed Release Oral Capsule,RxNorm,1294481,S,3
669131,1165898,1165898,guaifenesin 100 MG Oral Granules [Mucinex],RxNorm,669131,S,3
724463,19036462,19036462,calcium carbonate 400 MG Chewable Tablet [Maalox Children's],RxNorm,724463,S,3
2047614,1510805,1510805,1 ML epoetin alfa-epbx 4000 UNT/ML Injection [Retacrit],RxNorm,2047614,S,3
1600728,45892991,45892991,amlodipine 5 MG / perindopril arginine 7 MG Oral Tablet,RxNorm,1600728,S,3
857136,40162615,40162615,acetaminophen 400 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Zydone],RxNorm,857136,S,3
284640,36030114,1738170,lopinavir,RxNorm,195088,S,3
1086991,40233286,40233286,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,RxNorm,1086991,S,3
1000921,40224582,40224582,sulfacetamide sodium 100 MG/ML / sulfur 40 MG/ML Medicated Liquid Soap [Claris],RxNorm,1000921,S,3
966217,40175125,40175125,levothyroxine sodium 0.3 MG Oral Tablet [Levoxyl],RxNorm,966217,S,3
667889,902351,902351,menthol 100 MG/ML Topical Spray,RxNorm,667889,S,3
1744001,35606581,35606581,emtricitabine 100 MG / tenofovir disoproxil fumarate 150 MG Oral Tablet,RxNorm,1744001,S,3
1801820,40220740,40220740,lifitegrast,RxNorm,1801820,S,3
2052704,35200103,35200103,tacrolimus 1 MG Granules for Oral Suspension [Prograf],RxNorm,2052704,S,3
38298,942028,942028,tioconazole,RxNorm,38298,S,3
693010,36030739,915981,neomycin,RxNorm,7299,S,3
1796083,36249788,36249788,dolutegravir 25 MG Oral Tablet [Tivicay],RxNorm,1796083,S,3
1947301,792447,792447,2 ML palonosetron 0.125 MG/ML Injection,RxNorm,1947301,S,3
206997,19034231,19034231,prednisone 20 MG Oral Tablet [Deltasone],RxNorm,206997,S,3
1090699,40235736,40235736,chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,RxNorm,1090699,S,3
1424872,43532276,43532276,chlophedianol hydrochloride 24 MG / chlorpheniramine maleate 3.5 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RxNorm,1424872,S,3
1014331,40227815,40227815,brompheniramine maleate 0.4 MG/ML / chlophedianol hydrochloride 2.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,RxNorm,1014331,S,3
1536862,44818326,44818326,chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,RxNorm,1536862,S,3
1092416,40237190,40237190,diphenhydramine hydrochloride 25 MG Oral Tablet [Nytol],RxNorm,1092416,S,3
1602047,45892169,45892169,parathyroid hormone 0.1 MG/ACTUAT Cartridge,RxNorm,1602047,S,3
1491834,44814263,44814263,12 HR acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Extended Release Oral Tablet [Xartemis],RxNorm,1491834,S,3
1926840,1592619,1592619,methylphenidate 17.3 MG Disintegrating Oral Tablet,RxNorm,1926840,S,3
2102775,35201615,35201615,revefenacin,RxNorm,2102775,S,3
1300164,42800654,42800654,dexbrompheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 4 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,RxNorm,1300164,S,3
5021,1763779,1763779,griseofulvin,RxNorm,5021,S,3
1801157,36249431,36249431,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML Injectable Suspension [Fluvirin 2016-2017],RxNorm,1801157,S,3
404168,19102638,19102638,tolnaftate 10 MG/ML Topical Solution [Fungi-Guard],RxNorm,404168,S,3
283707,19071153,19071153,zinc pyrithione 0.02 MG/MG Medicated Bar Soap,RxNorm,283707,S,3
858589,40163962,40163962,12 HR nicardipine hydrochloride 30 MG Extended Release Oral Capsule [Cardene],RxNorm,858589,S,3
860751,40165363,40165363,trimethobenzamide hydrochloride 100 MG/ML Injectable Solution [Tigan],RxNorm,860751,S,3
562502,19115194,19115194,epoprostenol 1.5 MG Injection,RxNorm,562502,S,3
1291369,42800050,42800050,avanafil 50 MG Oral Tablet,RxNorm,1291369,S,3
1806919,40221261,40221261,amylase 61500 UNT / lipase 10500 UNT / protease 35500 UNT Delayed Release Oral Capsule,RxNorm,1806919,S,3
1095503,40237493,40237493,dextromethorphan hydrobromide 5 MG/ML / guaifenesin 50 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,RxNorm,1095503,S,3
690767,36030633,19044522,zinc sulfate,RxNorm,39954,S,3
858356,40164033,40164033,aloe polysaccharide 0.01 MG/MG / iodoquinol 0.0125 MG/MG Topical Gel,RxNorm,858356,S,3
1608322,46221284,46221284,isavuconazonium,RxNorm,1608322,S,3
1190587,40243174,40243174,codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution [M-End Max D],RxNorm,1190587,S,3
1048139,40232476,40232476,dyclonine hydrochloride 3 MG Oral Lozenge,RxNorm,1048139,S,3
807016,19132246,19132246,lactic acid 40 MG/ML / urea 100 MG/ML Topical Cream [Atrac-Tain],RxNorm,807016,S,3
1547611,45776147,45776147,oritavancin,RxNorm,1547611,S,3
1721310,35605309,35605309,50 ML fluconazole 2 MG/ML Injection,RxNorm,1721310,S,3
309048,19074846,19074846,cefadroxil 50 MG/ML Oral Suspension,RxNorm,309048,S,3
992809,40178990,40178990,20 ML chloroprocaine hydrochloride 30 MG/ML Injection,RxNorm,992809,S,3
858953,40165488,40165488,guaiacolsulfonate 30 MG/ML / hydrocodone bitartrate 0.6 MG/ML Oral Solution,RxNorm,858953,S,3
999683,40223365,40223365,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucosal Spray,RxNorm,999683,S,3
1736857,35604090,35604090,cisplatin 50 MG Injection [Platinol],RxNorm,1736857,S,3
1729710,35605384,35605384,remifentanil 5 MG Injection,RxNorm,1729710,S,3
2262435,37497691,37497691,zanubrutinib,RxNorm,2262435,S,3
1235595,42707689,42707689,raltegravir 25 MG Chewable Tablet [Isentress],RxNorm,1235595,S,3
42682,1552929,1552929,etidronate,RxNorm,42682,S,3
308235,19073301,19073301,amylase 48000 UNT / lipase 16000 UNT / protease 48000 UNT Delayed Release Oral Capsule,RxNorm,308235,S,3
1922458,1594343,1594343,5 ML cerliponase alfa 30 MG/ML Injection [Brineura],RxNorm,1922458,S,3
2375823,1146258,1146258,mitomycin 40 MG Powder for Pyelocalyceal Solution [Jelmyto],RxNorm,2375823,S,3
1092454,40237158,40237158,diphenhydramine hydrochloride 20 MG/ML / zinc acetate 1 MG/ML Topical Cream [Diphenhist with Zinc],RxNorm,1092454,S,3
1250282,42708969,42708969,aluminum hydroxide 160 MG / magnesium carbonate 105 MG Chewable Tablet [Acid Gone],RxNorm,1250282,S,3
308709,19074157,19074157,betamethasone 0.6 MG Oral Tablet,RxNorm,308709,S,3
2287005,37499384,37499384,benoxinate hydrochloride 4 MG/ML / fluorescein sodium 3 MG/ML Ophthalmic Solution,RxNorm,2287005,S,3
198462,1112837,1112837,aspirin 125 MG Rectal Suppository,RxNorm,198462,S,3
1086946,40234639,40234639,menthol 40 MG/ML / methyl salicylate 250 MG/ML Topical Cream [Thera-Gesic Plus],RxNorm,1086946,S,3
848166,1113730,1113730,aspirin 500 MG Oral Tablet [Bufferin],RxNorm,848166,S,3
1006114,40224641,40224641,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap [Seb-Prev],RxNorm,1006114,S,3
646781,36030343,918172,benzoyl peroxide,RxNorm,1418,S,3
1091153,40236412,40236412,methylphenidate hydrochloride 10 MG Chewable Tablet [Methylin],RxNorm,1091153,S,3
312444,1746121,1746121,piperacillin 400 MG/ML Injectable Solution,RxNorm,312444,S,3
1546446,45775576,45775576,omacetaxine,RxNorm,1546446,S,3
236911,19092061,19092061,zinc citrate,RxNorm,236911,S,3
2166572,789773,789773,thyrotropin alfa 1.1 MG Injection,RxNorm,2166572,S,3
1008803,778873,40174023,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine,RxNorm,901636,S,3
1000009,40224720,40224720,dimethicone 100 MG/ML / miconazole nitrate 20 MG/ML / zinc oxide 100 MG/ML Topical Spray,RxNorm,1000009,S,3
1436945,43560737,43560737,selenium sulfide 23 MG/ML Medicated Shampoo [SelRx],RxNorm,1436945,S,3
541660,19113754,19113754,paroxetine mesylate 10 MG Oral Tablet [Pexeva],RxNorm,541660,S,3
1925262,1592304,1592304,3.9 ML aripiprazole lauroxil 273 MG/ML Prefilled Syringe,RxNorm,1925262,S,3
1651558,46233888,46233888,guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,RxNorm,1651558,S,3
248108,19061193,19061193,acyclovir 25 MG/ML Injectable Solution,RxNorm,248108,S,3
762895,1585181,1585181,0.25 ML somatropin 8 MG/ML Prefilled Syringe,RxNorm,762895,S,3
349421,1193879,1361397,chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG / pyrilamine maleate 25 MG Extended Release Oral Tablet,RxNorm,2181318,S,3
689380,36030396,1135766,phenylephrine,RxNorm,8163,S,3
1666314,46287523,46287523,nonacog alfa 1 UNT Injection [Rixubis],RxNorm,1666314,S,3
308232,19073278,19073278,amylase 33200 UNT / lipase 10000 UNT / protease 37500 UNT Delayed Release Oral Capsule,RxNorm,308232,S,3
1721575,36029758,40240664,indacaterol,RxNorm,1114326,S,3
1658105,46275201,46275201,"0.5 ML hepatitis A virus strain CR 326F antigen, inactivated 50 UNT/ML Injection",RxNorm,1658105,S,3
662263,36030344,981709,dorzolamide,RxNorm,60207,S,3
1362234,43011924,43011924,dextromethorphan hydrobromide 4 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension,RxNorm,1362234,S,3
198581,1195338,1195338,choline 650 MG Oral Tablet,RxNorm,198581,S,3
1246594,42708550,42708550,1 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 17 MG/ML Prefilled Syringe [DisCoVisc],RxNorm,1246594,S,3
1597262,45892534,45892534,blinatumomab 0.035 MG Injection,RxNorm,1597262,S,3
9386,1763339,1763339,rimantadine,RxNorm,9386,S,3
1720878,35606691,35606691,interferon alfa-2b 10000000 UNT Injection,RxNorm,1720878,S,3
1361410,43011828,43011828,capsaicin 0.000325 MG/MG / lidocaine 0.045 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment,RxNorm,1361410,S,3
404794,36030187,1189596,dihydrocodeine,RxNorm,23088,S,3
761364,36030781,1189596,dihydrocodeine,RxNorm,23088,S,3
198186,1760618,1760618,quinine 325 MG Oral Capsule,RxNorm,198186,S,3
1046610,40231540,40231540,naphazoline hydrochloride 0.5 MG/ML Nasal Spray,RxNorm,1046610,S,3
1248148,42708758,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,1115005,S,3
1660004,46275907,46275907,thiotepa 100 MG Injection,RxNorm,1660004,S,3
311704,19078927,19078927,mifepristone 200 MG Oral Tablet,RxNorm,311704,S,3
1243326,42708115,42708115,tenofovir disoproxil fumarate 150 MG Oral Tablet [Viread],RxNorm,1243326,S,3
1370210,43013585,40235205,dextromethorphan hydrobromide 1.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,RxNorm,1090506,S,3
1314665,36029536,1595799,ferrous fumarate,RxNorm,24941,S,3
1724338,35603624,35603624,1 ML hydromorphone hydrochloride 10 MG/ML Injection,RxNorm,1724338,S,3
858967,40165501,40165501,guaiacolsulfonate 60 MG/ML / hydrocodone bitartrate 0.9 MG/ML Oral Solution,RxNorm,858967,S,3
1808192,40220382,40220382,dextromethorphan hydrobromide 0.333 MG/ML / guaifenesin 6.67 MG/ML / phenylephrine hydrochloride 0.167 MG/ML Oral Solution,RxNorm,1808192,S,3
1190174,40243514,40243514,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,RxNorm,1190174,S,3
312083,19079158,19079158,50 ML ondansetron 0.64 MG/ML Injection,RxNorm,312083,S,3
669623,969009,969009,hexylresorcinol 1 MG/ML Topical Solution [ST-37],RxNorm,669623,S,3
857575,40162888,40162888,brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.34 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Bromplex HD],RxNorm,857575,S,3
315217,1781436,1781436,stavudine 1 MG/ML Oral Solution,RxNorm,315217,S,3
705757,19126431,19126431,guaifenesin 400 MG Oral Tablet [Allfen Jr],RxNorm,705757,S,3
210322,19043747,19043747,simethicone 66.7 MG/ML Oral Suspension [Phazyme],RxNorm,210322,S,3
857839,40164240,40164240,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution,RxNorm,857839,S,3
1248360,42708822,42708822,diphenhydramine hydrochloride 25 MG Oral Capsule [Zzzquil],RxNorm,1248360,S,3
857734,40162928,40162928,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,RxNorm,857734,S,3
2003796,42543997,42543997,lamotrigine 100 MG Oral Tablet [Subvenite],RxNorm,2003796,S,3
197415,1130864,42901935,brompheniramine maleate 4 MG Oral Tablet,RxNorm,1357392,S,3
214298,36029910,917006,benzocaine,RxNorm,1399,S,3
863588,40166385,40166385,metoclopramide 5 MG Disintegrating Oral Tablet [Metozolv],RxNorm,863588,S,3
1599302,45892844,45892844,lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.04 MG/MG Medicated Patch [LidoPro Patch],RxNorm,1599302,S,3
237166,1326347,1326347,digoxin 0.1 MG Oral Capsule,RxNorm,237166,S,3
1658165,46275250,46275250,1 ML hepatitis B immune globulin 220 UNT/ML Injection [Hyperhep B],RxNorm,1658165,S,3
1535451,44818185,44818185,dextroamphetamine sulfate 15 MG Oral Tablet [Zenzedi],RxNorm,1535451,S,3
204637,19027884,19027884,calcium carbonate 350 MG Chewable Tablet,RxNorm,204637,S,3
197637,1140089,1140089,dyphylline 200 MG Oral Tablet,RxNorm,197637,S,3
828576,1129105,1129105,acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,RxNorm,828576,S,3
105292,19006730,19006730,isoniazid 10 MG/ML Oral Solution,RxNorm,105292,S,3
1855527,1718880,1718880,{1 (0.4 ML adalimumab 100 MG/ML Prefilled Syringe [Humira]) / 1 (0.8 ML adalimumab 100 MG/ML Prefilled Syringe [Humira]) } Pack [Humira Pediatric Crohn's Disease Starter Package (2 count)],RxNorm,1855527,S,3
861039,40165686,40165686,pramlintide acetate 0.6 MG/ML Injectable Solution,RxNorm,861039,S,3
866900,40167012,40167012,colesevelam hydrochloride 1875 MG Powder for Oral Suspension,RxNorm,866900,S,3
1086950,40234555,40234555,hydrocortisone 10 MG/ML Topical Lotion [Hydroskin],RxNorm,1086950,S,3
1809214,40220509,40220509,"immunoglobulin G, human 12000 MG Injection [Carimune]",RxNorm,1809214,S,3
1052690,40234229,40234229,ammonium lactate 100 MG/ML / urea 200 MG/ML Topical Cream,RxNorm,1052690,S,3
1088725,40235770,40235770,petrolatum 0.44 MG/MG Topical Ointment [DermaPhor],RxNorm,1088725,S,3
645669,903806,903806,tretinoin 0.25 MG/ML Topical Cream [Tretin X],RxNorm,645669,S,3
1012461,40225963,40225963,1.8 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Cartridge [Vivacaine],RxNorm,1012461,S,3
2058529,35201976,35201976,24 HR minocycline 135 MG Extended Release Oral Tablet [Minolira],RxNorm,2058529,S,3
208117,19037522,19037522,sulconazole nitrate 10 MG/ML Topical Cream [Exelderm],RxNorm,208117,S,3
1661812,46276315,46276315,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Afluria 2015-2016],RxNorm,1661812,S,3
1992700,793313,793313,ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Segluromet],RxNorm,1992700,S,3
1729091,35604974,35604974,simoctocog alfa 1 UNT Injection [Nuwiq],RxNorm,1729091,S,3
1791240,42629599,42629599,diltiazem hydrochloride 100 MG Injection,RxNorm,1791240,S,3
105590,19007337,19007337,thioguanine 40 MG Oral Tablet [Tabloid],RxNorm,105590,S,3
966399,40175080,40175080,levothyroxine sodium 0.175 MG Oral Tablet [Levo-T],RxNorm,966399,S,3
1544471,45774382,45774382,idelalisib 100 MG Oral Tablet [Zydelig],RxNorm,1544471,S,3
198058,19019484,19019484,oxazepam 15 MG Oral Tablet,RxNorm,198058,S,3
214451,36029955,1154332,pseudoephedrine,RxNorm,8896,S,3
998463,40223902,40223902,miconazole nitrate 0.02 MG/MG Topical Powder [Cruex Prescription Strength],RxNorm,998463,S,3
313992,1154146,1154146,fentanyl 0.6 MG Oral Lozenge,RxNorm,313992,S,3
1425854,43531831,43531831,dextroamphetamine sulfate 7.5 MG Oral Tablet,RxNorm,1425854,S,3
803239,19131586,19131586,chromic chloride 0.0513 MG/ML / copper sulfate 3.93 MG/ML / manganese sulfate 1.54 MG/ML / zinc sulfate 22 MG/ML Injectable Solution [Multitrace-4],RxNorm,803239,S,3
687659,1140887,1140887,carbetapentane 4 MG/ML / guaifenesin 20 MG/ML / phenylephrine 2.5 MG/ML Oral Solution,RxNorm,687659,S,3
828581,1153670,1153670,acetaminophen 650 MG / propoxyphene hydrochloride 65 MG Oral Tablet,RxNorm,828581,S,3
2045500,1510397,1510397,acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Nalocet],RxNorm,2045500,S,3
1313298,42901683,42901683,dextromethorphan hydrobromide 30 MG / pseudoephedrine hydrochloride 60 MG Oral Capsule,RxNorm,1313298,S,3
311972,718667,718667,24 HR nicotine 0.458 MG/HR Transdermal System,RxNorm,311972,S,3
762672,924142,924142,aminolevulinate 200 MG/ML Topical Solution,RxNorm,762672,S,3
978056,40221392,40221392,{1 (225 ML) (ammonium lactate 120 MG/ML Topical Lotion [Lac-Hydrin]) / 1 (50 ML) (halobetasol propionate 0.0005 MG/MG Topical Ointment [Ultravate]) } Pack [Ultravate Pac],RxNorm,978056,S,3
2374360,1146101,1146101,acetaminophen 500 MG Oral Powder,RxNorm,2374360,S,3
1302666,42873573,42873573,24 HR minocycline 90 MG Extended Release Oral Capsule [Ximino],RxNorm,1302666,S,3
1053624,40233649,40233649,chlorpheniramine maleate 1 MG / pseudoephedrine hydrochloride 15 MG Chewable Tablet,RxNorm,1053624,S,3
562724,1543009,1543009,follitropin alfa 75 UNT Injection,RxNorm,562724,S,3
8016,19031378,19031378,pepsin A,RxNorm,8016,S,3
1050511,40231791,40221822,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Solution,RxNorm,996520,S,3
901812,40174607,40174607,velaglucerase alfa 400 UNT Injection [Vpriv],RxNorm,901812,S,3
1366500,43012617,43012617,chlorcyclizine hydrochloride 25 MG Oral Tablet [Ahist Antihistamine],RxNorm,1366500,S,3
1657778,46276428,46276428,ramucirumab 10 MG/ML Injection,RxNorm,1657778,S,3
1718996,35603169,35603169,"antihemophilic factor, human recombinant residues 743-1636 deleted 1 UNT Injection [Xyntha]",RxNorm,1718996,S,3
1011767,40227122,40227122,lidocaine hydrochloride 5 MG/ML Topical Spray [Solarcaine],RxNorm,1011767,S,3
762873,1585179,1585179,0.25 ML somatropin 4 MG/ML Prefilled Syringe,RxNorm,762873,S,3
