SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
A6534,2615218.0,2615218.0,"Gradient compression stocking, thigh length, 30-40 mmhg, each",HCPCS,A6534,S,156
A6222,2615122.0,2615122.0,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",HCPCS,A6222,S,155
A6448,2615191.0,2615191.0,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard",HCPCS,A6448,S,147
A6445,2615188.0,2615188.0,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard",HCPCS,A6445,S,146
L5812,2720117.0,2720117.0,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)",HCPCS,L5812,S,146
L3762,2719847.0,2719847.0,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, off-the-shelf",HCPCS,L3762,S,144
L2036,2719633.0,2719633.0,"Knee ankle foot orthosis, full plastic, double upright, with or without free motion knee, with or without free motion ankle, custom fabricated",HCPCS,L2036,S,144
L5974,2720150.0,2720150.0,"All lower extremity prostheses, foot, single axis ankle/foot",HCPCS,L5974,S,143
A6537,2615221.0,2615221.0,"Gradient compression stocking, full length/chap style, 30-40 mmhg, each",HCPCS,A6537,S,142
L1843,2719595.0,2719595.0,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated item that has been trimmed, bent, molded...",HCPCS,L1843,S,142
A6578,1552925.0,1552925.0,"Gradient compression arm sleeve, each",HCPCS,A6578,S,139
L5647,2720044.0,2720044.0,"Addition to lower extremity, below knee suction socket",HCPCS,L5647,S,136
L5460,2720002.0,2720002.0,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, above knee",HCPCS,L5460,S,135
V5266,2721966.0,2721966.0,Battery for use in hearing device,HCPCS,V5266,S,131
L5984,2720158.0,2720158.0,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",HCPCS,L5984,S,130
A6539,2615223.0,2615223.0,"Gradient compression stocking, waist length, 18-30 mmhg, each",HCPCS,A6539,S,128
L5828,2720124.0,2720124.0,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance phase control",HCPCS,L5828,S,127
A6255,2615151.0,2615151.0,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",HCPCS,A6255,S,124
L4398,2719970.0,2719970.0,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",HCPCS,L4398,S,122
705643001,45767945.0,45767945.0,Coronary artery stent,SNOMED,705643001,S,122
25937001,4093739.0,4093739.0,Neurostimulator,SNOMED,25937001,S,121
L0200,2719429.0,2719429.0,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars, and thoracic extension",HCPCS,L0200,S,120
V5274,2721974.0,2721974.0,"Assistive listening device, not otherwise specified",HCPCS,V5274,S,119
L3001,2719738.0,2719738.0,"Foot, insert, removable, molded to patient model, spenco, each",HCPCS,L3001,S,119
A6581,1552582.0,1552582.0,"Gradient compression glove, each",HCPCS,A6581,S,113
L1971,2719623.0,2719623.0,"Ankle foot orthosis, plastic or other material with ankle joint, prefabricated, includes fitting and adjustment",HCPCS,L1971,S,113
L2200,2719664.0,2719664.0,"Addition to lower extremity, limited ankle motion, each joint",HCPCS,L2200,S,112
L3390,2719799.0,2719799.0,Outflare wedge,HCPCS,L3390,S,111
782550004,36684352.0,36684352.0,Gastric sleeve,SNOMED,782550004,S,110
A6252,2615148.0,2615148.0,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",HCPCS,A6252,S,109
L5980,2720155.0,2720155.0,"All lower extremity prostheses, flex foot system",HCPCS,L5980,S,108
A7524,2615290.0,2615290.0,"Tracheostoma stent/stud/button, each",HCPCS,A7524,S,107
A9591,801002.0,801002.0,"Fluoroestradiol f 18, diagnostic, 1 millicurie",HCPCS,A9591,S,107
L1951,2719620.0,2719620.0,"Ankle foot orthosis, spiral, (institute of rehabilitative medicine type), plastic or other material, prefabricated, includes fitting and adjustment",HCPCS,L1951,S,105
L0472,2719463.0,2719463.0,"Tlso, triplanar control, hyperextension, rigid anterior and lateral frame extends from symphysis pubis to sternal notch with two anterior components (one pubic and one sternal), posterior and lateral pads with straps and closures, limits spinal flexion...",HCPCS,L0472,S,104
L1906,2719611.0,2719611.0,"Ankle foot orthosis, multiligamentous ankle support, prefabricated, off-the-shelf",HCPCS,L1906,S,103
E1700,2616991.0,2616991.0,Jaw motion rehabilitation system,HCPCS,E1700,S,102
E0135,2616487.0,2616487.0,"Walker, folding (pickup), adjustable or fixed height",HCPCS,E0135,S,98
L8501,2720433.0,2720433.0,Tracheostomy speaking valve,HCPCS,L8501,S,98
L5655,2720052.0,2720052.0,"Addition to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)",HCPCS,L5655,S,97
L5848,2720130.0,2720130.0,"Addition to endoskeletal knee-shin system, fluid stance extension, dampening feature, with or without adjustability",HCPCS,L5848,S,96
L5975,2720151.0,2720151.0,"All lower extremity prosthesis, combination single axis ankle and flexible keel foot",HCPCS,L5975,S,96
L2265,2719672.0,2719672.0,"Addition to lower extremity, long tongue stirrup",HCPCS,L2265,S,96
L4387,44786595.0,44786595.0,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf",HCPCS,L4387,S,95
L3919,2719887.0,2719887.0,"Hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",HCPCS,L3919,S,92
L3010,2719741.0,2719741.0,"Foot, insert, removable, molded to patient model, longitudinal arch support, each",HCPCS,L3010,S,92
L5856,2720133.0,2720133.0,"Addition to lower extremity prosthesis, endoskeletal knee-shin system, microprocessor control feature, swing and stance phase, includes electronic sensor(s), any type",HCPCS,L5856,S,90
L5925,2720138.0,2720138.0,"Addition, endoskeletal system, above knee, knee disarticulation or hip disarticulation, manual lock",HCPCS,L5925,S,88
L5652,2720049.0,2720049.0,"Addition to lower extremity, suction suspension, above knee or knee disarticulation socket",HCPCS,L5652,S,88
L2270,2719673.0,2719673.0,"Addition to lower extremity, varus/valgus correction ('t') strap, padded/lined or malleolus pad",HCPCS,L2270,S,87
A6457,2615200.0,2615200.0,"Tubular dressing with or without elastic, any width, per linear yard",HCPCS,A6457,S,87
L2280,2719675.0,2719675.0,"Addition to lower extremity, molded inner boot",HCPCS,L2280,S,86
L3921,2719889.0,2719889.0,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",HCPCS,L3921,S,85
2282003,4038538.0,4038538.0,Breast implant,SNOMED,2282003,S,85
A9583,40658630.0,40658630.0,"Injection, gadofosveset trisodium, 1 ml",HCPCS,A9583,S,85
L2795,2719728.0,2719728.0,"Addition to lower extremity orthosis, knee control, full kneecap",HCPCS,L2795,S,84
L8465,2720426.0,2720426.0,"Prosthetic shrinker, upper limb, each",HCPCS,L8465,S,83
L3929,2719897.0,2719897.0,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specifi...",HCPCS,L3929,S,82
L6660,2720232.0,2720232.0,"Upper extremity addition, heavy duty control cable",HCPCS,L6660,S,81
L5964,2720144.0,2720144.0,"Addition, endoskeletal system, above knee, flexible protective outer surface covering system",HCPCS,L5964,S,81
L3040,2719745.0,2719745.0,"Foot, arch support, removable, premolded, longitudinal, each",HCPCS,L3040,S,77
L2340,2719681.0,2719681.0,"Addition to lower extremity, pre-tibial shell, molded to patient model",HCPCS,L2340,S,77
L5705,2720096.0,2720096.0,"Custom shaped protective cover, above knee",HCPCS,L5705,S,76
L2405,2719692.0,2719692.0,"Addition to knee joint, drop lock, each",HCPCS,L2405,S,73
65818007,4280677.0,4280677.0,Stent,SNOMED,65818007,S,73
L5979,2720154.0,2720154.0,"All lower extremity prosthesis, multi-axial ankle, dynamic response foot, one piece system",HCPCS,L5979,S,73
L3216,2719769.0,2719769.0,"Orthopedic footwear, ladies shoe, depth inlay, each",HCPCS,L3216,S,73
L3221,2719773.0,2719773.0,"Orthopedic footwear, mens shoe, depth inlay, each",HCPCS,L3221,S,72
Q9956,2720859.0,2720859.0,"Injection, octafluoropropane microspheres, per ml",HCPCS,Q9956,S,72
L6890,2720313.0,2720313.0,"Addition to upper extremity prosthesis, glove for terminal device, any material, prefabricated, includes fitting and adjustment",HCPCS,L6890,S,71
L0633,2719500.0,2719500.0,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid posterior frame/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra, lateral strength provided by rigid lateral frame/panels, produces intracavitary pressure to reduce lo...",HCPCS,L0633,S,68
E1399,2616955.0,2616955.0,"Durable medical equipment, miscellaneous",HCPCS,E1399,S,68
A7522,2615288.0,2615288.0,"Tracheostomy/laryngectomy tube, stainless steel or equal (sterilizable and reusable), each",HCPCS,A7522,S,67
L1846,2719598.0,2719598.0,"Knee orthosis, double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, custom fabricated",HCPCS,L1846,S,66
L4631,40664519.0,40664519.0,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom, anterior tibial shell, soft interface, custom arch support, plastic or other material, includes straps and closures, custom fabricated",HCPCS,L4631,S,65
A6588,1552589.0,1552589.0,"Gradient pressure wrap with adjustable straps, arm, each",HCPCS,A6588,S,64
L6665,2720233.0,2720233.0,"Upper extremity addition, teflon, or equal, cable lining",HCPCS,L6665,S,64
L5822,2720121.0,2720121.0,"Addition, endoskeletal knee-shin system, single axis, pneumatic swing, friction stance phase control",HCPCS,L5822,S,63
L3935,2719903.0,2719903.0,"Finger orthosis, nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",HCPCS,L3935,S,63
L2830,2719732.0,2719732.0,"Addition to lower extremity orthosis, soft interface for molded plastic, above knee section",HCPCS,L2830,S,63
VM,,4151913.0,Diagnostic imaging equipment,SNOMED,314789007,S,61
L0861,2719515.0,2719515.0,"Addition to halo procedure, replacement liner/interface material",HCPCS,L0861,S,60
L2425,2719694.0,2719694.0,"Addition to knee joint, disc or dial lock for adjustable knee flexion, each joint",HCPCS,L2425,S,59
L5688,2720082.0,2720082.0,"Addition to lower extremity, below knee, waist belt, webbing",HCPCS,L5688,S,59
L2780,2719726.0,2719726.0,"Addition to lower extremity orthosis, non-corrosive finish, per bar",HCPCS,L2780,S,58
XW13325,1781311.0,1781311.0,"Transfusion of Convalescent Plasma (Nonautologous) into Peripheral Vein, Percutaneous Approach, New Technology Group 5",ICD10PCS,XW13325,S,56
V2521,2721863.0,2721863.0,"Contact lens, hydrophilic, toric, or prism ballast, per lens",HCPCS,V2521,S,56
L3931,2719899.0,2719899.0,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",HCPCS,L3931,S,56
L3030,2719743.0,2719743.0,"Foot, insert, removable, formed to patient foot, each",HCPCS,L3030,S,54
L6675,2720236.0,2720236.0,"Upper extremity addition, harness, (e.g., figure of eight type), single cable design",HCPCS,L6675,S,54
A6242,2615139.0,2615139.0,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",HCPCS,A6242,S,52
L0160,2719423.0,2719423.0,"Cervical, semi-rigid, wire frame occipital/mandibular support, prefabricated, off-the-shelf",HCPCS,L0160,S,50
L3761,937588.0,937588.0,"Elbow orthosis (eo), with adjustable position locking joint(s), prefabricated, off-the-shelf",HCPCS,L3761,S,50
A6413,2615172.0,2615172.0,"Adhesive bandage, first-aid type, any size, each",HCPCS,A6413,S,49
L0631,2719498.0,2719498.0,"Lumbar-sacral orthosis, sagittal control, with rigid anterior and posterior panels, posterior extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, m...",HCPCS,L0631,S,48
A6223,2615123.0,2615123.0,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 16 sq. in., but less than or equal to 48 sq. in., without adhesive border, each dressing",HCPCS,A6223,S,48
L3960,2719915.0,2719915.0,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design, prefabricated, includes fitting and adjustment",HCPCS,L3960,S,45
A6545,2615229.0,2615229.0,"Gradient compression wrap, non-elastic, below knee, 30-50 mmhg, used as a surgical dressing, each",HCPCS,A6545,S,44
L2755,2719722.0,2719722.0,"Addition to lower extremity orthosis, high strength, lightweight material, all hybrid lamination/prepreg composite, per segment, for custom fabricated orthosis only",HCPCS,L2755,S,44
Q9954,2720857.0,2720857.0,"Oral magnetic resonance contrast agent, per 100 ml",HCPCS,Q9954,S,44
A6540,2615224.0,2615224.0,"Gradient compression stocking, waist length, 30-40 mmhg, each",HCPCS,A6540,S,43
L2232,2719668.0,2719668.0,"Addition to lower extremity orthosis, rocker bottom for total contact ankle foot orthosis, for custom fabricated orthosis only",HCPCS,L2232,S,43
Q9968,40658517.0,40658517.0,"Injection, non-radioactive, non-contrast, visualization adjunct (e.g., methylene blue, isosulfan blue), 1 mg",HCPCS,Q9968,S,42
L8435,2720423.0,2720423.0,"Prosthetic sock, multiple ply, upper limb, each",HCPCS,L8435,S,42
A6566,1552572.0,1552572.0,"Gradient compression garment, neck/head, each",HCPCS,A6566,S,42
L6616,2720209.0,2720209.0,"Upper extremity addition, additional disconnect insert for locking wrist unit, each",HCPCS,L6616,S,42
L7499,2720366.0,2720366.0,"Upper extremity prosthesis, not otherwise specified",HCPCS,L7499,S,42
V5221,953251.0,953251.0,"Hearing aid, contralateral routing system, binaural, bte/bte",HCPCS,V5221,S,42
L6706,2720259.0,2720259.0,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined",HCPCS,L6706,S,41
V2510,2721858.0,2721858.0,"Contact lens, gas permeable, spherical, per lens",HCPCS,V2510,S,41
L6670,2720234.0,2720234.0,"Upper extremity addition, hook to hand, cable adapter",HCPCS,L6670,S,40
398176008,4161814.0,4161814.0,Peripherally inserted central catheter,SNOMED,398176008,S,39
L2430,2719695.0,2719695.0,"Addition to knee joint, ratchet lock for active and progressive knee extension, each joint",HCPCS,L2430,S,39
L7520,2720369.0,2720369.0,"Repair prosthetic device, labor component, per 15 minutes",HCPCS,L7520,S,39
L8485,2720429.0,2720429.0,"Prosthetic sock, single ply, fitting, upper limb, each",HCPCS,L8485,S,38
L6687,2720243.0,2720243.0,"Upper extremity addition, frame type socket, below elbow or wrist disarticulation",HCPCS,L6687,S,38
L6708,2720261.0,2720261.0,"Terminal device, hand, mechanical, voluntary opening, any material, any size",HCPCS,L6708,S,38
L7403,2720363.0,2720363.0,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, acrylic material",HCPCS,L7403,S,37
L1945,2719618.0,2719618.0,"Ankle foot orthosis, plastic, rigid anterior tibial section (floor reaction), custom fabricated",HCPCS,L1945,S,37
411191007,4131681.0,4131681.0,Drug eluting stent,SNOMED,411191007,S,36
L7400,2720360.0,2720360.0,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, ultralight material (titanium, carbon fiber or equal)",HCPCS,L7400,S,36
A5501,2615072.0,2615072.0,"For diabetics only, fitting (including follow-up), custom preparation and supply of shoe molded from cast(s) of patient's foot (custom molded shoe), per shoe",HCPCS,A5501,S,36
E0143,2616491.0,2616491.0,"Walker, folding, wheeled, adjustable or fixed height",HCPCS,E0143,S,36
L2415,2719693.0,2719693.0,"Addition to knee lock with integrated release mechanism (bail, cable, or equal), any material, each joint",HCPCS,L2415,S,36
L6680,2720239.0,2720239.0,"Upper extremity addition, test socket, wrist disarticulation or below elbow",HCPCS,L6680,S,36
86184003,4313572.0,4313572.0,Electrocardiographic monitor and recorder,SNOMED,86184003,S,34
413766009,4185151.0,4185151.0,Carotid artery stent,SNOMED,413766009,S,34
397849009,4265605.0,4265605.0,Dialysis catheter,SNOMED,397849009,S,34
A6522,1552551.0,1552551.0,"Gradient compression garment, arm, padded, for nighttime use, each",HCPCS,A6522,S,34
L6615,2720208.0,2720208.0,"Upper extremity addition, disconnect locking wrist unit",HCPCS,L6615,S,34
L6682,2720240.0,2720240.0,"Upper extremity addition, test socket, elbow disarticulation or above elbow",HCPCS,L6682,S,34
A4461,2614865.0,2614865.0,"Surgical dressing holder, non-reusable, each",HCPCS,A4461,S,34
L7404,2720364.0,2720364.0,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic material",HCPCS,L7404,S,34
A6209,2615109.0,2615109.0,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",HCPCS,A6209,S,33
L2397,2719691.0,2719691.0,"Addition to lower extremity orthosis, suspension sleeve",HCPCS,L2397,S,33
L8515,2720442.0,2720442.0,"Gelatin capsule, application device for use with tracheoesophageal voice prosthesis, each",HCPCS,L8515,S,33
L5400,2719997.0,2719997.0,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment, suspension, and one cast change, below knee",HCPCS,L5400,S,33
L7401,2720361.0,2720361.0,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight material (titanium, carbon fiber or equal)",HCPCS,L7401,S,33
L6688,2720244.0,2720244.0,"Upper extremity addition, frame type socket, above elbow or elbow disarticulation",HCPCS,L6688,S,32
447033006,40490845.0,40490845.0,Vagal nerve stimulator,SNOMED,447033006,S,32
L6694,2720250.0,2720250.0,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",HCPCS,L6694,S,32
19257004,4078929.0,4078929.0,Defibrillator,SNOMED,19257004,S,32
L3300,2719788.0,2719788.0,"Lift, elevation, heel, tapered to metatarsals, per inch",HCPCS,L3300,S,31
L6624,2720213.0,2720213.0,"Upper extremity addition, flexion/extension and rotation wrist unit",HCPCS,L6624,S,31
L3730,2719844.0,2719844.0,"Elbow orthosis, double upright with forearm/arm cuffs, extension/ flexion assist, custom fabricated",HCPCS,L3730,S,31
L5632,2720032.0,2720032.0,"Addition to lower extremity, symes type, 'ptb' brim design socket",HCPCS,L5632,S,31
L7510,2720368.0,2720368.0,"Repair of prosthetic device, repair or replace minor parts",HCPCS,L7510,S,30
A6216,2615116.0,2615116.0,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",HCPCS,A6216,S,30
L3766,2719851.0,2719851.0,"Elbow wrist hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",HCPCS,L3766,S,30
Q4101,2720793.0,2720793.0,"Apligraf, per square centimeter",HCPCS,Q4101,S,28
Q9965,2720868.0,2720868.0,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",HCPCS,Q9965,S,28
L2250,2719670.0,2719670.0,"Addition to lower extremity, foot plate, molded to patient model, stirrup attachment",HCPCS,L2250,S,28
A7048,45890600.0,45890600.0,"Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each",HCPCS,A7048,S,28
L5968,2720146.0,2720146.0,"Addition to lower limb prosthesis, multiaxial ankle with swing phase active dorsiflexion feature",HCPCS,L5968,S,27
S8422,2721394.0,2721394.0,"Gradient pressure aid (sleeve), custom made, medium weight",HCPCS,S8422,S,27
L3905,2719873.0,2719873.0,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",HCPCS,L3905,S,27
398013009,4134858.0,4134858.0,Implantable venous access port,SNOMED,398013009,S,26
L3891,40658837.0,40658837.0,"Addition to upper extremity joint, wrist or elbow, concentric adjustable torsion style mechanism for custom fabricated orthotics only, each",HCPCS,L3891,S,24
L6693,2720249.0,2720249.0,"Upper extremity addition, locking elbow, forearm counterbalance",HCPCS,L6693,S,24
L7368,2720359.0,2720359.0,"Lithium ion battery charger, replacement only",HCPCS,L7368,S,24
126065006,4129555.0,4129555.0,Jejunostomy tube,SNOMED,126065006,S,24
A6237,2615134.0,2615134.0,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",HCPCS,A6237,S,23
L5990,2720164.0,2720164.0,"Addition to lower extremity prosthesis, user adjustable heel height",HCPCS,L5990,S,23
A6504,2615204.0,2615204.0,"Compression burn garment, glove to wrist, custom fabricated",HCPCS,A6504,S,22
A6250,2615146.0,2615146.0,"Skin sealants, protectants, moisturizers, ointments, any type, any size",HCPCS,A6250,S,22
L8606,2720446.0,2720446.0,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe, includes shipping and necessary supplies",HCPCS,L8606,S,22
L0628,2719495.0,2719495.0,"Lumbar-sacral orthosis, flexible, provides lumbo-sacral support, posterior extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include stays, s...",HCPCS,L0628,S,22
118312003,4040747.0,4040747.0,Carbon dioxide laser device,SNOMED,118312003,S,22
L5811,2720116.0,2720116.0,"Addition, endoskeletal knee-shin system, single axis, manual lock, ultra-light material",HCPCS,L5811,S,21
L0140,2719421.0,2719421.0,"Cervical, semi-rigid, adjustable (plastic collar)",HCPCS,L0140,S,21
L5976,2720152.0,2720152.0,"All lower extremity prostheses, energy storing foot (seattle carbon copy ii or equal)",HCPCS,L5976,S,21
257351008,4106154.0,4106154.0,Shunt,SNOMED,257351008,S,21
51883004,4199137.0,4199137.0,Sling,SNOMED,51883004,S,21
440157007,4209082.0,4209082.0,Gastric electrical stimulator,SNOMED,440157007,S,21
L8603,2720444.0,2720444.0,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies",HCPCS,L8603,S,21
L5540,2720009.0,2720009.0,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model",HCPCS,L5540,S,21
286628000,4113459.0,4113459.0,Nephrostomy tube,SNOMED,286628000,S,20
52124006,4179206.0,4179206.0,Central venous catheter,SNOMED,52124006,S,20
L5618,2720023.0,2720023.0,"Addition to lower extremity, test socket, symes",HCPCS,L5618,S,20
L1852,1314557.0,1314557.0,"Knee orthosis (ko), double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated, off-the-shelf",HCPCS,L1852,S,20
A6520,1552549.0,1552549.0,"Gradient compression garment, glove, padded, for nighttime use, each",HCPCS,A6520,S,20
L2840,2719733.0,2719733.0,"Addition to lower extremity orthosis, tibial length sock, fracture or equal, each",HCPCS,L2840,S,20
705732002,45767995.0,45767995.0,Cardiac ablation system,SNOMED,705732002,S,20
A6583,1552584.0,1552584.0,"Gradient compression wrap with adjustable straps, below knee, 30-50 mmhg, each",HCPCS,A6583,S,19
360132007,4236069.0,4236069.0,Peritoneal dialysis catheter,SNOMED,360132007,S,19
A4301,2614743.0,2614743.0,"Implantable access total catheter, port/reservoir (e.g., venous, arterial, epidural, subarachnoid, peritoneal, etc.)",HCPCS,A4301,S,19
A9597,1314292.0,1314292.0,"Positron emission tomography radiopharmaceutical, diagnostic, for tumor identification, not otherwise classified",HCPCS,A9597,S,19
L3400,2719800.0,2719800.0,"Metatarsal bar wedge, rocker",HCPCS,L3400,S,19
L1907,2719612.0,2719612.0,"Ankle orthosis, supramalleolar with straps, with or without interface/pads, custom fabricated",HCPCS,L1907,S,19
L2020,2719629.0,2719629.0,"Knee ankle foot orthosis, double upright, free ankle, solid stirrup, thigh and calf bands/cuffs (double bar 'ak' orthosis), custom fabricated",HCPCS,L2020,S,19
L5988,2720162.0,2720162.0,"Addition to lower limb prosthesis, vertical shock reducing pylon feature",HCPCS,L5988,S,19
43252007,4182413.0,4182413.0,Cochlear prosthesis,SNOMED,43252007,S,19
L3550,2719817.0,2719817.0,"Orthopedic shoe addition, toe tap standard",HCPCS,L3550,S,18
S8425,2721397.0,2721397.0,"Gradient pressure aid (glove), custom made, medium weight",HCPCS,S8425,S,18
L7600,2720370.0,2720370.0,"Prosthetic donning sleeve, any material, each",HCPCS,L7600,S,18
L8605,43533236.0,43533236.0,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal canal, 1 ml, includes shipping and necessary supplies",HCPCS,L8605,S,18
360046005,4230987.0,4230987.0,Arterial stent,SNOMED,360046005,S,18
L4210,2719958.0,2719958.0,"Repair of orthotic device, repair or replace minor parts",HCPCS,L4210,S,18
465368007,45772296.0,45772296.0,Stress test treadmill,SNOMED,465368007,S,18
L0456,2719455.0,2719455.0,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, pro...",HCPCS,L0456,S,18
L3620,2719825.0,2719825.0,"Transfer of an orthosis from one shoe to another, solid stirrup, existing",HCPCS,L3620,S,18
L6686,2720242.0,2720242.0,"Upper extremity addition, suction socket",HCPCS,L6686,S,18
A6528,1552557.0,1552557.0,"Gradient compression garment, bra, for nighttime use, each",HCPCS,A6528,S,17
L6698,2720254.0,2720254.0,"Addition to upper extremity prosthesis, below elbow/above elbow, lock mechanism, excludes socket insert",HCPCS,L6698,S,17
V5256,2721956.0,2721956.0,"Hearing aid, digital, monaural, ite",HCPCS,V5256,S,17
L2114,2719648.0,2719648.0,"Ankle foot orthosis, fracture orthosis, tibial fracture orthosis, semi-rigid, prefabricated, includes fitting and adjustment",HCPCS,L2114,S,17
L6629,2720216.0,2720216.0,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal",HCPCS,L6629,S,17
L5783,1128151.0,1128151.0,"Addition to lower extremity, user adjustable, mechanical, residual limb volume management system",HCPCS,L5783,S,17
396340009,4245119.0,37312071.0,Robotic radiation delivery system,SNOMED,788732003,S,17
416735007,4218005.0,4218005.0,Tympanic ventilation tube,SNOMED,416735007,S,16
A4463,2614867.0,2614867.0,"Surgical dressing holder, reusable, each",HCPCS,A4463,S,16
L0486,2719470.0,2719470.0,"Tlso, triplanar control, two piece rigid plastic shell with interface liner, multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to sternal n...",HCPCS,L0486,S,16
126064005,4054620.0,45763425.0,Gastrostomy tube,SNOMED,470571004,S,16
L6882,2720309.0,2720309.0,"Microprocessor control feature, addition to upper limb prosthetic terminal device",HCPCS,L6882,S,16
L6100,2720175.0,2720175.0,"Below elbow, molded socket, flexible elbow hinge, triceps pad",HCPCS,L6100,S,16
L2861,40662459.0,40662459.0,"Addition to lower extremity joint, knee or ankle, concentric adjustable torsion style mechanism for custom fabricated orthotics only, each",HCPCS,L2861,S,16
L3224,2719776.0,2719776.0,"Orthopedic footwear, woman's shoe, oxford, used as an integral part of a brace (orthosis)",HCPCS,L3224,S,16
L5785,2720112.0,2720112.0,"Addition, exoskeletal system, below knee, ultra-light material (titanium, carbon fiber or equal)",HCPCS,L5785,S,16
L5781,2720110.0,2720110.0,"Addition to lower limb prosthesis, vacuum pump, residual limb volume management and moisture evacuation system",HCPCS,L5781,S,15
